  oid  |    table_schema    |            table_name            | row_estimate | total_bytes | index_bytes | toast_bytes | table_bytes |   total    |   index    |   toast    |   table    
 47228 | public             | header_1925_land_2               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 47239 | public             | header_1925_marine_0             |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 47250 | public             | header_1926_land_0               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 47261 | public             | header_1926_land_1               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 47272 | public             | header_1926_land_2               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 47283 | public             | header_1926_marine_0             |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 47294 | public             | header_1927_land_0               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 47305 | public             | header_1927_land_1               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 47316 | public             | header_1927_land_2               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 47327 | public             | header_1927_marine_0             |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 47338 | public             | header_1928_land_0               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 47349 | public             | header_1928_land_1               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 47360 | public             | header_1928_land_2               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 47371 | public             | header_1928_marine_0             |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 47382 | public             | header_1929_land_0               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 47393 | public             | header_1929_land_1               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 47404 | public             | header_1929_land_2               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 47415 | public             | header_1929_marine_0             |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 47426 | public             | header_1930_land_0               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 47437 | public             | header_1930_land_1               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 47448 | public             | header_1930_land_2               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 47459 | public             | header_1930_marine_0             |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 47470 | public             | header_1931_land_0               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 47481 | public             | header_1931_land_1               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 47492 | public             | header_1931_land_2               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 47503 | public             | header_1931_marine_0             |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 47514 | public             | header_1932_land_0               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 47525 | public             | header_1932_land_1               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 47536 | public             | header_1932_land_2               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 47547 | public             | header_1932_marine_0             |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 47558 | public             | header_1933_land_0               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 47569 | public             | header_1933_land_1               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 47580 | public             | header_1933_land_2               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 47591 | public             | header_1933_marine_0             |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 47602 | public             | header_1934_land_0               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 47613 | public             | header_1934_land_1               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 47624 | public             | header_1934_land_2               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 47635 | public             | header_1934_marine_0             |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 47646 | public             | header_1935_land_0               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 47657 | public             | header_1935_land_1               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 47668 | public             | header_1935_land_2               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 47679 | public             | header_1935_marine_0             |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 47690 | public             | header_1936_land_0               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 47701 | public             | header_1936_land_1               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 47712 | public             | header_1936_land_2               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 47723 | public             | header_1936_marine_0             |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 47734 | public             | header_1937_land_0               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 47745 | public             | header_1937_land_1               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 47756 | public             | header_1937_land_2               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 47767 | public             | header_1937_marine_0             |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 47778 | public             | header_1938_land_0               |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
 39846 | lite               | observations_2019_marine_2       |            0 |       16384 |        8192 |        8192 |           0 | 16 kB      | 8192 bytes | 8192 bytes | 0 bytes
