path_prefix|batch_id|of_n_batches|batch_length
daily/CDM_lite_FirstRelease_BR047635*|daily-CDM_lite_FirstRelease_BR047635|5489|1
daily/CDM_lite_FirstRelease_BR047826*|daily-CDM_lite_FirstRelease_BR047826|5489|1
daily/CDM_lite_FirstRelease_BR048158*|daily-CDM_lite_FirstRelease_BR048158|5489|1
daily/CDM_lite_FirstRelease_BR048620*|daily-CDM_lite_FirstRelease_BR048620|5489|1
daily/CDM_lite_FirstRelease_BR048916*|daily-CDM_lite_FirstRelease_BR048916|5489|1
daily/CDM_lite_FirstRelease_BR057043*|daily-CDM_lite_FirstRelease_BR057043|5489|1
daily/CDM_lite_FirstRelease_BR057324*|daily-CDM_lite_FirstRelease_BR057324|5489|1
daily/CDM_lite_FirstRelease_BR058514*|daily-CDM_lite_FirstRelease_BR058514|5489|1
daily/CDM_lite_FirstRelease_BRM00082*|daily-CDM_lite_FirstRelease_BRM00082|5489|24
daily/CDM_lite_FirstRelease_BRM00083*|daily-CDM_lite_FirstRelease_BRM00083|5489|30
daily/CDM_lite_FirstRelease_BRW00052*|daily-CDM_lite_FirstRelease_BRW00052|5489|1
daily/CDM_lite_FirstRelease_BUM00015*|daily-CDM_lite_FirstRelease_BUM00015|5489|4
daily/CDM_lite_FirstRelease_BXM00096*|daily-CDM_lite_FirstRelease_BXM00096|5489|1
daily/CDM_lite_FirstRelease_CA001010*|daily-CDM_lite_FirstRelease_CA001010|5489|9
daily/CDM_lite_FirstRelease_CA001011*|daily-CDM_lite_FirstRelease_CA001011|5489|11
daily/CDM_lite_FirstRelease_CA001012*|daily-CDM_lite_FirstRelease_CA001012|5489|21
daily/CDM_lite_FirstRelease_CA001013*|daily-CDM_lite_FirstRelease_CA001013|5489|7
daily/CDM_lite_FirstRelease_CA001014*|daily-CDM_lite_FirstRelease_CA001014|5489|6
daily/CDM_lite_FirstRelease_CA001015*|daily-CDM_lite_FirstRelease_CA001015|5489|12
daily/CDM_lite_FirstRelease_CA001016*|daily-CDM_lite_FirstRelease_CA001016|5489|16
daily/CDM_lite_FirstRelease_CA001017*|daily-CDM_lite_FirstRelease_CA001017|5489|15
daily/CDM_lite_FirstRelease_CA001018*|daily-CDM_lite_FirstRelease_CA001018|5489|26
daily/CDM_lite_FirstRelease_CA001019*|daily-CDM_lite_FirstRelease_CA001019|5489|2
daily/CDM_lite_FirstRelease_CA00101C*|daily-CDM_lite_FirstRelease_CA00101C|5489|2
daily/CDM_lite_FirstRelease_CA00101F*|daily-CDM_lite_FirstRelease_CA00101F|5489|2
daily/CDM_lite_FirstRelease_CA00101H*|daily-CDM_lite_FirstRelease_CA00101H|5489|4
daily/CDM_lite_FirstRelease_CA00101J*|daily-CDM_lite_FirstRelease_CA00101J|5489|1
daily/CDM_lite_FirstRelease_CA00101Q*|daily-CDM_lite_FirstRelease_CA00101Q|5489|4
daily/CDM_lite_FirstRelease_CA001020*|daily-CDM_lite_FirstRelease_CA001020|5489|6
daily/CDM_lite_FirstRelease_CA001021*|daily-CDM_lite_FirstRelease_CA001021|5489|23
daily/CDM_lite_FirstRelease_CA001022*|daily-CDM_lite_FirstRelease_CA001022|5489|9
daily/CDM_lite_FirstRelease_CA001023*|daily-CDM_lite_FirstRelease_CA001023|5489|5
daily/CDM_lite_FirstRelease_CA001024*|daily-CDM_lite_FirstRelease_CA001024|5489|8
daily/CDM_lite_FirstRelease_CA001025*|daily-CDM_lite_FirstRelease_CA001025|5489|17
daily/CDM_lite_FirstRelease_CA001026*|daily-CDM_lite_FirstRelease_CA001026|5489|11
daily/CDM_lite_FirstRelease_CA001027*|daily-CDM_lite_FirstRelease_CA001027|5489|10
daily/CDM_lite_FirstRelease_CA001028*|daily-CDM_lite_FirstRelease_CA001028|5489|2
daily/CDM_lite_FirstRelease_CA00102B*|daily-CDM_lite_FirstRelease_CA00102B|5489|1
daily/CDM_lite_FirstRelease_CA00102E*|daily-CDM_lite_FirstRelease_CA00102E|5489|2
daily/CDM_lite_FirstRelease_CA00102J*|daily-CDM_lite_FirstRelease_CA00102J|5489|1
daily/CDM_lite_FirstRelease_CA00102P*|daily-CDM_lite_FirstRelease_CA00102P|5489|1
daily/CDM_lite_FirstRelease_CA001030*|daily-CDM_lite_FirstRelease_CA001030|5489|13
daily/CDM_lite_FirstRelease_CA001031*|daily-CDM_lite_FirstRelease_CA001031|5489|9
daily/CDM_lite_FirstRelease_CA001032*|daily-CDM_lite_FirstRelease_CA001032|5489|3
daily/CDM_lite_FirstRelease_CA001033*|daily-CDM_lite_FirstRelease_CA001033|5489|9
daily/CDM_lite_FirstRelease_CA001034*|daily-CDM_lite_FirstRelease_CA001034|5489|6
daily/CDM_lite_FirstRelease_CA001035*|daily-CDM_lite_FirstRelease_CA001035|5489|4
daily/CDM_lite_FirstRelease_CA001036*|daily-CDM_lite_FirstRelease_CA001036|5489|12
daily/CDM_lite_FirstRelease_CA001037*|daily-CDM_lite_FirstRelease_CA001037|5489|5
daily/CDM_lite_FirstRelease_CA001038*|daily-CDM_lite_FirstRelease_CA001038|5489|8
daily/CDM_lite_FirstRelease_CA001039*|daily-CDM_lite_FirstRelease_CA001039|5489|3
daily/CDM_lite_FirstRelease_CA00103E*|daily-CDM_lite_FirstRelease_CA00103E|5489|1
daily/CDM_lite_FirstRelease_CA001040*|daily-CDM_lite_FirstRelease_CA001040|5489|12
daily/CDM_lite_FirstRelease_CA001041*|daily-CDM_lite_FirstRelease_CA001041|5489|5
daily/CDM_lite_FirstRelease_CA001042*|daily-CDM_lite_FirstRelease_CA001042|5489|2
daily/CDM_lite_FirstRelease_CA001043*|daily-CDM_lite_FirstRelease_CA001043|5489|10
daily/CDM_lite_FirstRelease_CA001044*|daily-CDM_lite_FirstRelease_CA001044|5489|4
daily/CDM_lite_FirstRelease_CA001045*|daily-CDM_lite_FirstRelease_CA001045|5489|4
daily/CDM_lite_FirstRelease_CA001046*|daily-CDM_lite_FirstRelease_CA001046|5489|11
daily/CDM_lite_FirstRelease_CA001047*|daily-CDM_lite_FirstRelease_CA001047|5489|14
daily/CDM_lite_FirstRelease_CA001048*|daily-CDM_lite_FirstRelease_CA001048|5489|6
daily/CDM_lite_FirstRelease_CA00104L*|daily-CDM_lite_FirstRelease_CA00104L|5489|1
daily/CDM_lite_FirstRelease_CA00104P*|daily-CDM_lite_FirstRelease_CA00104P|5489|1
daily/CDM_lite_FirstRelease_CA001051*|daily-CDM_lite_FirstRelease_CA001051|5489|3
daily/CDM_lite_FirstRelease_CA001052*|daily-CDM_lite_FirstRelease_CA001052|5489|1
daily/CDM_lite_FirstRelease_CA001053*|daily-CDM_lite_FirstRelease_CA001053|5489|2
daily/CDM_lite_FirstRelease_CA001054*|daily-CDM_lite_FirstRelease_CA001054|5489|7
daily/CDM_lite_FirstRelease_CA001055*|daily-CDM_lite_FirstRelease_CA001055|5489|2
daily/CDM_lite_FirstRelease_CA001056*|daily-CDM_lite_FirstRelease_CA001056|5489|4
daily/CDM_lite_FirstRelease_CA001057*|daily-CDM_lite_FirstRelease_CA001057|5489|5
daily/CDM_lite_FirstRelease_CA001058*|daily-CDM_lite_FirstRelease_CA001058|5489|2
daily/CDM_lite_FirstRelease_CA00105P*|daily-CDM_lite_FirstRelease_CA00105P|5489|1
daily/CDM_lite_FirstRelease_CA001060*|daily-CDM_lite_FirstRelease_CA001060|5489|14
daily/CDM_lite_FirstRelease_CA001061*|daily-CDM_lite_FirstRelease_CA001061|5489|2
daily/CDM_lite_FirstRelease_CA001062*|daily-CDM_lite_FirstRelease_CA001062|5489|7
daily/CDM_lite_FirstRelease_CA001063*|daily-CDM_lite_FirstRelease_CA001063|5489|7
daily/CDM_lite_FirstRelease_CA001064*|daily-CDM_lite_FirstRelease_CA001064|5489|14
daily/CDM_lite_FirstRelease_CA001065*|daily-CDM_lite_FirstRelease_CA001065|5489|7
daily/CDM_lite_FirstRelease_CA001066*|daily-CDM_lite_FirstRelease_CA001066|5489|17
daily/CDM_lite_FirstRelease_CA001067*|daily-CDM_lite_FirstRelease_CA001067|5489|9
daily/CDM_lite_FirstRelease_CA001068*|daily-CDM_lite_FirstRelease_CA001068|5489|9
daily/CDM_lite_FirstRelease_CA00106C*|daily-CDM_lite_FirstRelease_CA00106C|5489|2
daily/CDM_lite_FirstRelease_CA00106D*|daily-CDM_lite_FirstRelease_CA00106D|5489|1
daily/CDM_lite_FirstRelease_CA00106H*|daily-CDM_lite_FirstRelease_CA00106H|5489|1
daily/CDM_lite_FirstRelease_CA00106Q*|daily-CDM_lite_FirstRelease_CA00106Q|5489|1
daily/CDM_lite_FirstRelease_CA001070*|daily-CDM_lite_FirstRelease_CA001070|5489|6
daily/CDM_lite_FirstRelease_CA001071*|daily-CDM_lite_FirstRelease_CA001071|5489|2
daily/CDM_lite_FirstRelease_CA001072*|daily-CDM_lite_FirstRelease_CA001072|5489|3
daily/CDM_lite_FirstRelease_CA001073*|daily-CDM_lite_FirstRelease_CA001073|5489|9
daily/CDM_lite_FirstRelease_CA001074*|daily-CDM_lite_FirstRelease_CA001074|5489|6
daily/CDM_lite_FirstRelease_CA001075*|daily-CDM_lite_FirstRelease_CA001075|5489|7
daily/CDM_lite_FirstRelease_CA001076*|daily-CDM_lite_FirstRelease_CA001076|5489|2
daily/CDM_lite_FirstRelease_CA001077*|daily-CDM_lite_FirstRelease_CA001077|5489|4
daily/CDM_lite_FirstRelease_CA001078*|daily-CDM_lite_FirstRelease_CA001078|5489|7
daily/CDM_lite_FirstRelease_CA00107A*|daily-CDM_lite_FirstRelease_CA00107A|5489|1
daily/CDM_lite_FirstRelease_CA00107G*|daily-CDM_lite_FirstRelease_CA00107G|5489|2
daily/CDM_lite_FirstRelease_CA00107P*|daily-CDM_lite_FirstRelease_CA00107P|5489|1
daily/CDM_lite_FirstRelease_CA001080*|daily-CDM_lite_FirstRelease_CA001080|5489|12
daily/CDM_lite_FirstRelease_CA001081*|daily-CDM_lite_FirstRelease_CA001081|5489|2
daily/CDM_lite_FirstRelease_CA001082*|daily-CDM_lite_FirstRelease_CA001082|5489|1
daily/CDM_lite_FirstRelease_CA001083*|daily-CDM_lite_FirstRelease_CA001083|5489|3
daily/CDM_lite_FirstRelease_CA001084*|daily-CDM_lite_FirstRelease_CA001084|5489|6
daily/CDM_lite_FirstRelease_CA001085*|daily-CDM_lite_FirstRelease_CA001085|5489|13
daily/CDM_lite_FirstRelease_CA001086*|daily-CDM_lite_FirstRelease_CA001086|5489|11
daily/CDM_lite_FirstRelease_CA001087*|daily-CDM_lite_FirstRelease_CA001087|5489|4
daily/CDM_lite_FirstRelease_CA001088*|daily-CDM_lite_FirstRelease_CA001088|5489|6
daily/CDM_lite_FirstRelease_CA00108C*|daily-CDM_lite_FirstRelease_CA00108C|5489|1
daily/CDM_lite_FirstRelease_CA001090*|daily-CDM_lite_FirstRelease_CA001090|5489|8
daily/CDM_lite_FirstRelease_CA001091*|daily-CDM_lite_FirstRelease_CA001091|5489|7
daily/CDM_lite_FirstRelease_CA001092*|daily-CDM_lite_FirstRelease_CA001092|5489|14
daily/CDM_lite_FirstRelease_CA001093*|daily-CDM_lite_FirstRelease_CA001093|5489|10
daily/CDM_lite_FirstRelease_CA001094*|daily-CDM_lite_FirstRelease_CA001094|5489|14
daily/CDM_lite_FirstRelease_CA001095*|daily-CDM_lite_FirstRelease_CA001095|5489|14
daily/CDM_lite_FirstRelease_CA001096*|daily-CDM_lite_FirstRelease_CA001096|5489|23
daily/CDM_lite_FirstRelease_CA001097*|daily-CDM_lite_FirstRelease_CA001097|5489|6
daily/CDM_lite_FirstRelease_CA001098*|daily-CDM_lite_FirstRelease_CA001098|5489|18
daily/CDM_lite_FirstRelease_CA00109A*|daily-CDM_lite_FirstRelease_CA00109A|5489|2
daily/CDM_lite_FirstRelease_CA00109C*|daily-CDM_lite_FirstRelease_CA00109C|5489|3
daily/CDM_lite_FirstRelease_CA00109E*|daily-CDM_lite_FirstRelease_CA00109E|5489|1
daily/CDM_lite_FirstRelease_CA00109G*|daily-CDM_lite_FirstRelease_CA00109G|5489|1
daily/CDM_lite_FirstRelease_CA00109H*|daily-CDM_lite_FirstRelease_CA00109H|5489|1
daily/CDM_lite_FirstRelease_CA00109Q*|daily-CDM_lite_FirstRelease_CA00109Q|5489|3
daily/CDM_lite_FirstRelease_CA001100*|daily-CDM_lite_FirstRelease_CA001100|5489|22
daily/CDM_lite_FirstRelease_CA001101*|daily-CDM_lite_FirstRelease_CA001101|5489|42
daily/CDM_lite_FirstRelease_CA001102*|daily-CDM_lite_FirstRelease_CA001102|5489|22
daily/CDM_lite_FirstRelease_CA001103*|daily-CDM_lite_FirstRelease_CA001103|5489|16
daily/CDM_lite_FirstRelease_CA001104*|daily-CDM_lite_FirstRelease_CA001104|5489|21
daily/CDM_lite_FirstRelease_CA001105*|daily-CDM_lite_FirstRelease_CA001105|5489|27
daily/CDM_lite_FirstRelease_CA001106*|daily-CDM_lite_FirstRelease_CA001106|5489|28
daily/CDM_lite_FirstRelease_CA001107*|daily-CDM_lite_FirstRelease_CA001107|5489|17
daily/CDM_lite_FirstRelease_CA001108*|daily-CDM_lite_FirstRelease_CA001108|5489|63
daily/CDM_lite_FirstRelease_CA001109*|daily-CDM_lite_FirstRelease_CA001109|5489|2
daily/CDM_lite_FirstRelease_CA00110A*|daily-CDM_lite_FirstRelease_CA00110A|5489|2
daily/CDM_lite_FirstRelease_CA00110B*|daily-CDM_lite_FirstRelease_CA00110B|5489|1
daily/CDM_lite_FirstRelease_CA00110C*|daily-CDM_lite_FirstRelease_CA00110C|5489|1
daily/CDM_lite_FirstRelease_CA00110D*|daily-CDM_lite_FirstRelease_CA00110D|5489|1
daily/CDM_lite_FirstRelease_CA00110E*|daily-CDM_lite_FirstRelease_CA00110E|5489|7
daily/CDM_lite_FirstRelease_CA00110F*|daily-CDM_lite_FirstRelease_CA00110F|5489|5
daily/CDM_lite_FirstRelease_CA00110G*|daily-CDM_lite_FirstRelease_CA00110G|5489|2
daily/CDM_lite_FirstRelease_CA00110H*|daily-CDM_lite_FirstRelease_CA00110H|5489|5
daily/CDM_lite_FirstRelease_CA00110M*|daily-CDM_lite_FirstRelease_CA00110M|5489|1
daily/CDM_lite_FirstRelease_CA00110N*|daily-CDM_lite_FirstRelease_CA00110N|5489|5
daily/CDM_lite_FirstRelease_CA00110S*|daily-CDM_lite_FirstRelease_CA00110S|5489|1
daily/CDM_lite_FirstRelease_CA001110*|daily-CDM_lite_FirstRelease_CA001110|5489|5
daily/CDM_lite_FirstRelease_CA001112*|daily-CDM_lite_FirstRelease_CA001112|5489|1
daily/CDM_lite_FirstRelease_CA001113*|daily-CDM_lite_FirstRelease_CA001113|5489|12
daily/CDM_lite_FirstRelease_CA001114*|daily-CDM_lite_FirstRelease_CA001114|5489|17
daily/CDM_lite_FirstRelease_CA001115*|daily-CDM_lite_FirstRelease_CA001115|5489|1
daily/CDM_lite_FirstRelease_CA001116*|daily-CDM_lite_FirstRelease_CA001116|5489|4
daily/CDM_lite_FirstRelease_CA001117*|daily-CDM_lite_FirstRelease_CA001117|5489|2
daily/CDM_lite_FirstRelease_CA001118*|daily-CDM_lite_FirstRelease_CA001118|5489|1
daily/CDM_lite_FirstRelease_CA001119*|daily-CDM_lite_FirstRelease_CA001119|5489|1
daily/CDM_lite_FirstRelease_CA00111K*|daily-CDM_lite_FirstRelease_CA00111K|5489|1
daily/CDM_lite_FirstRelease_CA001120*|daily-CDM_lite_FirstRelease_CA001120|5489|7
daily/CDM_lite_FirstRelease_CA001121*|daily-CDM_lite_FirstRelease_CA001121|5489|3
daily/CDM_lite_FirstRelease_CA001122*|daily-CDM_lite_FirstRelease_CA001122|5489|1
daily/CDM_lite_FirstRelease_CA001123*|daily-CDM_lite_FirstRelease_CA001123|5489|24
daily/CDM_lite_FirstRelease_CA001124*|daily-CDM_lite_FirstRelease_CA001124|5489|9
daily/CDM_lite_FirstRelease_CA001125*|daily-CDM_lite_FirstRelease_CA001125|5489|29
daily/CDM_lite_FirstRelease_CA001126*|daily-CDM_lite_FirstRelease_CA001126|5489|15
daily/CDM_lite_FirstRelease_CA001127*|daily-CDM_lite_FirstRelease_CA001127|5489|5
daily/CDM_lite_FirstRelease_CA001128*|daily-CDM_lite_FirstRelease_CA001128|5489|16
daily/CDM_lite_FirstRelease_CA00112C*|daily-CDM_lite_FirstRelease_CA00112C|5489|1
daily/CDM_lite_FirstRelease_CA00112E*|daily-CDM_lite_FirstRelease_CA00112E|5489|1
daily/CDM_lite_FirstRelease_CA00112F*|daily-CDM_lite_FirstRelease_CA00112F|5489|1
daily/CDM_lite_FirstRelease_CA00112G*|daily-CDM_lite_FirstRelease_CA00112G|5489|1
daily/CDM_lite_FirstRelease_CA00112H*|daily-CDM_lite_FirstRelease_CA00112H|5489|1
daily/CDM_lite_FirstRelease_CA00112K*|daily-CDM_lite_FirstRelease_CA00112K|5489|1
daily/CDM_lite_FirstRelease_CA001130*|daily-CDM_lite_FirstRelease_CA001130|5489|5
daily/CDM_lite_FirstRelease_CA001131*|daily-CDM_lite_FirstRelease_CA001131|5489|2
daily/CDM_lite_FirstRelease_CA001133*|daily-CDM_lite_FirstRelease_CA001133|5489|5
daily/CDM_lite_FirstRelease_CA001134*|daily-CDM_lite_FirstRelease_CA001134|5489|2
daily/CDM_lite_FirstRelease_CA001135*|daily-CDM_lite_FirstRelease_CA001135|5489|1
daily/CDM_lite_FirstRelease_CA001136*|daily-CDM_lite_FirstRelease_CA001136|5489|3
daily/CDM_lite_FirstRelease_CA001140*|daily-CDM_lite_FirstRelease_CA001140|5489|5
daily/CDM_lite_FirstRelease_CA001141*|daily-CDM_lite_FirstRelease_CA001141|5489|6
daily/CDM_lite_FirstRelease_CA001142*|daily-CDM_lite_FirstRelease_CA001142|5489|11
daily/CDM_lite_FirstRelease_CA001143*|daily-CDM_lite_FirstRelease_CA001143|5489|5
daily/CDM_lite_FirstRelease_CA001144*|daily-CDM_lite_FirstRelease_CA001144|5489|6
daily/CDM_lite_FirstRelease_CA001145*|daily-CDM_lite_FirstRelease_CA001145|5489|14
daily/CDM_lite_FirstRelease_CA001146*|daily-CDM_lite_FirstRelease_CA001146|5489|6
daily/CDM_lite_FirstRelease_CA001147*|daily-CDM_lite_FirstRelease_CA001147|5489|4
daily/CDM_lite_FirstRelease_CA001148*|daily-CDM_lite_FirstRelease_CA001148|5489|7
daily/CDM_lite_FirstRelease_CA001149*|daily-CDM_lite_FirstRelease_CA001149|5489|2
daily/CDM_lite_FirstRelease_CA00114B*|daily-CDM_lite_FirstRelease_CA00114B|5489|1
daily/CDM_lite_FirstRelease_CA00114E*|daily-CDM_lite_FirstRelease_CA00114E|5489|1
daily/CDM_lite_FirstRelease_CA00114Q*|daily-CDM_lite_FirstRelease_CA00114Q|5489|1
daily/CDM_lite_FirstRelease_CA00114R*|daily-CDM_lite_FirstRelease_CA00114R|5489|2
daily/CDM_lite_FirstRelease_CA001150*|daily-CDM_lite_FirstRelease_CA001150|5489|2
daily/CDM_lite_FirstRelease_CA001151*|daily-CDM_lite_FirstRelease_CA001151|5489|3
daily/CDM_lite_FirstRelease_CA001152*|daily-CDM_lite_FirstRelease_CA001152|5489|14
daily/CDM_lite_FirstRelease_CA001153*|daily-CDM_lite_FirstRelease_CA001153|5489|6
daily/CDM_lite_FirstRelease_CA001154*|daily-CDM_lite_FirstRelease_CA001154|5489|11
daily/CDM_lite_FirstRelease_CA001155*|daily-CDM_lite_FirstRelease_CA001155|5489|5
daily/CDM_lite_FirstRelease_CA001157*|daily-CDM_lite_FirstRelease_CA001157|5489|3
daily/CDM_lite_FirstRelease_CA001158*|daily-CDM_lite_FirstRelease_CA001158|5489|5
daily/CDM_lite_FirstRelease_CA00115D*|daily-CDM_lite_FirstRelease_CA00115D|5489|1
daily/CDM_lite_FirstRelease_CA00115H*|daily-CDM_lite_FirstRelease_CA00115H|5489|2
daily/CDM_lite_FirstRelease_CA001160*|daily-CDM_lite_FirstRelease_CA001160|5489|18
daily/CDM_lite_FirstRelease_CA001161*|daily-CDM_lite_FirstRelease_CA001161|5489|14
daily/CDM_lite_FirstRelease_CA001162*|daily-CDM_lite_FirstRelease_CA001162|5489|8
daily/CDM_lite_FirstRelease_CA001163*|daily-CDM_lite_FirstRelease_CA001163|5489|21
daily/CDM_lite_FirstRelease_CA001164*|daily-CDM_lite_FirstRelease_CA001164|5489|17
daily/CDM_lite_FirstRelease_CA001165*|daily-CDM_lite_FirstRelease_CA001165|5489|8
daily/CDM_lite_FirstRelease_CA001166*|daily-CDM_lite_FirstRelease_CA001166|5489|10
daily/CDM_lite_FirstRelease_CA001167*|daily-CDM_lite_FirstRelease_CA001167|5489|17
daily/CDM_lite_FirstRelease_CA001168*|daily-CDM_lite_FirstRelease_CA001168|5489|9
daily/CDM_lite_FirstRelease_CA00116A*|daily-CDM_lite_FirstRelease_CA00116A|5489|1
daily/CDM_lite_FirstRelease_CA00116C*|daily-CDM_lite_FirstRelease_CA00116C|5489|4
daily/CDM_lite_FirstRelease_CA00116F*|daily-CDM_lite_FirstRelease_CA00116F|5489|1
daily/CDM_lite_FirstRelease_CA00116H*|daily-CDM_lite_FirstRelease_CA00116H|5489|1
daily/CDM_lite_FirstRelease_CA00116J*|daily-CDM_lite_FirstRelease_CA00116J|5489|1
daily/CDM_lite_FirstRelease_CA00116L*|daily-CDM_lite_FirstRelease_CA00116L|5489|2
daily/CDM_lite_FirstRelease_CA00116N*|daily-CDM_lite_FirstRelease_CA00116N|5489|4
daily/CDM_lite_FirstRelease_CA00116Q*|daily-CDM_lite_FirstRelease_CA00116Q|5489|3
daily/CDM_lite_FirstRelease_CA001170*|daily-CDM_lite_FirstRelease_CA001170|5489|2
daily/CDM_lite_FirstRelease_CA001171*|daily-CDM_lite_FirstRelease_CA001171|5489|4
daily/CDM_lite_FirstRelease_CA001172*|daily-CDM_lite_FirstRelease_CA001172|5489|5
daily/CDM_lite_FirstRelease_CA001173*|daily-CDM_lite_FirstRelease_CA001173|5489|7
daily/CDM_lite_FirstRelease_CA001175*|daily-CDM_lite_FirstRelease_CA001175|5489|2
daily/CDM_lite_FirstRelease_CA001176*|daily-CDM_lite_FirstRelease_CA001176|5489|8
daily/CDM_lite_FirstRelease_CA001177*|daily-CDM_lite_FirstRelease_CA001177|5489|2
daily/CDM_lite_FirstRelease_CA001178*|daily-CDM_lite_FirstRelease_CA001178|5489|4
daily/CDM_lite_FirstRelease_CA001179*|daily-CDM_lite_FirstRelease_CA001179|5489|5
daily/CDM_lite_FirstRelease_CA00117C*|daily-CDM_lite_FirstRelease_CA00117C|5489|1
daily/CDM_lite_FirstRelease_CA00117H*|daily-CDM_lite_FirstRelease_CA00117H|5489|1
daily/CDM_lite_FirstRelease_CA00117R*|daily-CDM_lite_FirstRelease_CA00117R|5489|5
daily/CDM_lite_FirstRelease_CA001180*|daily-CDM_lite_FirstRelease_CA001180|5489|7
daily/CDM_lite_FirstRelease_CA001181*|daily-CDM_lite_FirstRelease_CA001181|5489|6
daily/CDM_lite_FirstRelease_CA001182*|daily-CDM_lite_FirstRelease_CA001182|5489|10
daily/CDM_lite_FirstRelease_CA001183*|daily-CDM_lite_FirstRelease_CA001183|5489|10
daily/CDM_lite_FirstRelease_CA001184*|daily-CDM_lite_FirstRelease_CA001184|5489|7
daily/CDM_lite_FirstRelease_CA001185*|daily-CDM_lite_FirstRelease_CA001185|5489|4
daily/CDM_lite_FirstRelease_CA001186*|daily-CDM_lite_FirstRelease_CA001186|5489|11
daily/CDM_lite_FirstRelease_CA001187*|daily-CDM_lite_FirstRelease_CA001187|5489|3
daily/CDM_lite_FirstRelease_CA001188*|daily-CDM_lite_FirstRelease_CA001188|5489|6
daily/CDM_lite_FirstRelease_CA00118B*|daily-CDM_lite_FirstRelease_CA00118B|5489|1
daily/CDM_lite_FirstRelease_CA00118C*|daily-CDM_lite_FirstRelease_CA00118C|5489|1
daily/CDM_lite_FirstRelease_CA00118L*|daily-CDM_lite_FirstRelease_CA00118L|5489|2
daily/CDM_lite_FirstRelease_CA001191*|daily-CDM_lite_FirstRelease_CA001191|5489|5
daily/CDM_lite_FirstRelease_CA001192*|daily-CDM_lite_FirstRelease_CA001192|5489|9
daily/CDM_lite_FirstRelease_CA001193*|daily-CDM_lite_FirstRelease_CA001193|5489|1
daily/CDM_lite_FirstRelease_CA001194*|daily-CDM_lite_FirstRelease_CA001194|5489|2
daily/CDM_lite_FirstRelease_CA001195*|daily-CDM_lite_FirstRelease_CA001195|5489|7
daily/CDM_lite_FirstRelease_CA001196*|daily-CDM_lite_FirstRelease_CA001196|5489|1
daily/CDM_lite_FirstRelease_CA001197*|daily-CDM_lite_FirstRelease_CA001197|5489|4
daily/CDM_lite_FirstRelease_CA001198*|daily-CDM_lite_FirstRelease_CA001198|5489|2
daily/CDM_lite_FirstRelease_CA001199*|daily-CDM_lite_FirstRelease_CA001199|5489|1
daily/CDM_lite_FirstRelease_CA00119B*|daily-CDM_lite_FirstRelease_CA00119B|5489|1
daily/CDM_lite_FirstRelease_CA00119M*|daily-CDM_lite_FirstRelease_CA00119M|5489|1
daily/CDM_lite_FirstRelease_CA001200*|daily-CDM_lite_FirstRelease_CA001200|5489|3
daily/CDM_lite_FirstRelease_CA001201*|daily-CDM_lite_FirstRelease_CA001201|5489|2
daily/CDM_lite_FirstRelease_CA001203*|daily-CDM_lite_FirstRelease_CA001203|5489|7
daily/CDM_lite_FirstRelease_CA001204*|daily-CDM_lite_FirstRelease_CA001204|5489|4
daily/CDM_lite_FirstRelease_CA001205*|daily-CDM_lite_FirstRelease_CA001205|5489|1
daily/CDM_lite_FirstRelease_CA001206*|daily-CDM_lite_FirstRelease_CA001206|5489|2
daily/CDM_lite_FirstRelease_CA001207*|daily-CDM_lite_FirstRelease_CA001207|5489|1
daily/CDM_lite_FirstRelease_CA001208*|daily-CDM_lite_FirstRelease_CA001208|5489|4
daily/CDM_lite_FirstRelease_CA00120C*|daily-CDM_lite_FirstRelease_CA00120C|5489|3
daily/CDM_lite_FirstRelease_CA00120H*|daily-CDM_lite_FirstRelease_CA00120H|5489|1
daily/CDM_lite_FirstRelease_CA002100*|daily-CDM_lite_FirstRelease_CA002100|5489|95
daily/CDM_lite_FirstRelease_CA002101*|daily-CDM_lite_FirstRelease_CA002101|5489|27
daily/CDM_lite_FirstRelease_CA002200*|daily-CDM_lite_FirstRelease_CA002200|5489|13
daily/CDM_lite_FirstRelease_CA002201*|daily-CDM_lite_FirstRelease_CA002201|5489|18
daily/CDM_lite_FirstRelease_CA002202*|daily-CDM_lite_FirstRelease_CA002202|5489|40
daily/CDM_lite_FirstRelease_CA002203*|daily-CDM_lite_FirstRelease_CA002203|5489|29
daily/CDM_lite_FirstRelease_CA002204*|daily-CDM_lite_FirstRelease_CA002204|5489|7
daily/CDM_lite_FirstRelease_CA00220B*|daily-CDM_lite_FirstRelease_CA00220B|5489|3
daily/CDM_lite_FirstRelease_CA00220C*|daily-CDM_lite_FirstRelease_CA00220C|5489|1
daily/CDM_lite_FirstRelease_CA00220K*|daily-CDM_lite_FirstRelease_CA00220K|5489|2
daily/CDM_lite_FirstRelease_CA00220L*|daily-CDM_lite_FirstRelease_CA00220L|5489|4
daily/CDM_lite_FirstRelease_CA00220N*|daily-CDM_lite_FirstRelease_CA00220N|5489|4
daily/CDM_lite_FirstRelease_CA002300*|daily-CDM_lite_FirstRelease_CA002300|5489|17
daily/CDM_lite_FirstRelease_CA002301*|daily-CDM_lite_FirstRelease_CA002301|5489|6
daily/CDM_lite_FirstRelease_CA002302*|daily-CDM_lite_FirstRelease_CA002302|5489|7
daily/CDM_lite_FirstRelease_CA002303*|daily-CDM_lite_FirstRelease_CA002303|5489|14
